Title,Operating system,Processor family,Processor,Processor technology,Chipset,Neural Processing Unit (NPU),Memory,Memory slots,Internal drive,Display,Graphics,Network interface,External I/O Ports,Audio Features,Webcam,Keyboard,Pointing device,Wireless technology,Finger print reader,Power supply,Battery,Energy efficiency,Dimensions (W X D X H),Weight,Warranty,Software included,Security management,Manageability features,Sustainable Impact Specifications,SourceFile,Display brightness,Display color gamut,Storage,Battery life,Video Playback Battery Life,Battery Recharge Time,Color,Expansion slots,Wireless Technologies (NFC),"Processor, graphics & memory",Screen-To-Body Ratio,Personalization,Active pen,Primary battery,Office software,McAfee AI Powered Security Software,Package weight,Sensors,Manageability Features,Processor and graphics,Stylus,Wireless technology WWAN,Support Service Included,Base features,ENERGY STAR compliance,Out-of-Band management,Internal M.2 storage,2nd internal M.2 storage,3rd internal M.2 storage,4th internal M.2 storage,Internal storage RAID,Mobile broadband,Broadband service provider,AC adapter,Power cord,Battery information,Settings,"Processor, graphics, memory & hard disk",Internal storage,Smart card reader,Package dimensions,Hard drive,External optical drive,Battery weight,Near field communication
"HP OmniBook 5 Flip 2-in-1 Laptop 14-fp0000, 14"" Touch screen",Windows 11 Home Windows 11 Home Windows 11 Pro,,,,Intel® integrated SoC,,,,,"14"" diagonal, 2K (1920 x 1200), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 300 nits, 62.5% sRGB",,,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",Dual speakers; HP Audio Boost,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft grey keyboard Full-size, darker sky blue opaque keyboard Full-size, backlit, darker sky blue opaque keyboard Full-size, backlit, powder pink opaque keyboard",Precision Touchpad support,Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3 wireless card,,45 W USB Type-C® power adapter,,EPEAT® Gold with Climate+,12.32 x 8.66 x 0.73 in,3.58 lb,1-year limited hardware warranty support,McAfee Online Protection 30-day trial; PC Game Pass 3-month trial,Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,"Ocean-bound plastic in bezel and speaker enclosure(s);Keyboard keycaps and scissors contain post-consumer recycled plastic [39,41]",hp_laptop_19.html,,,512 GB PCIe® Gen4 NVMe™ M.2 SSD 1 TB PCIe® Gen4 NVMe™ M.2 SSD,,,,Sky Blue Powder Pink,,,"Intel® Core™ 5 120U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Graphics + 8 GB (onboard) Intel® Core™ 5 120U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Graphics + 16 GB(onboard) Intel® Core™ 7 150U (up to 5.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Graphics + 16 GB(onboard) Intel® Core™ 7 150U (up to 5.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Graphics + 24 GB(onboard)",89%,"5MP IR camera with HDR auto switch, temporal noise reduction and integrated dual array digital microphones HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones 5MP IR camera with HDR auto switch, temporal noise reduction and integrated dual array digital microphones",HP USB-C Rechargeable MPP2.0 Tilt Natural Silver Pen,"4-cell, 68 Wh Li-ion polymer",Microsoft® 365 Personal 1 Year Microsoft® 365 Family 1 Year Microsoft Office Home 2024 Microsoft Office Home and Business 2024,M+ Prem Individual - 12 month M+ Prem Individual - 24 month M+ Prem Individual - 36 month,5.29 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 7 Laptop Next Gen AI 17-dc0037nr 17.3"", Touch screen, Windows 11 Home, Intel® Core™ Ultra 5, 16GB RAM, 512GB SSD, FHD, Glacier silver",Windows 11 Home,,"Intel® Core™ Ultra 5 226V (up to 4.5 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 8 cores, 8 threads) [6,7]",,,Intel® AI Boost (40 NPU TOPS),16 GB LPDDR5x-8533 MT/s (onboard),,,"17.3"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 400 nits, 100% sRGB",Integrated: Intel® Arc™ 130V GPU (8GB),,"3 USB Type-A 10Gbps signaling rate; 1 HDMI 2.1; 1 headphone/microphone combo; 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",DTS:X® Ultra; Dual speakers; HP Audio Boost; Poly Studio,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard with numeric keypad",HP Imagepad,"Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3 wireless card [11,12,46]",,65 W USB Type-C® power adapter,"6-cell, 83 Wh Li-ion polymer",EPEAT® Gold with Climate+,15.59 x 10.18 x 0.60 in,5.18 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2, 25, 43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_2.html,400 nits,100% sRGB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,Up to 12 hours and 15 minutes,Up to 22 hours and 15 minutes,Supports battery fast charge: approximately 50% in 45 minutes,Glacier silver aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook 8 G1a 16 Notebook AI PC Touch with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,AMD Ryzen™ 7 PRO processor,"AMD Ryzen™ 7 PRO 250 (up to 5.1 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads) [6,7]",,,AMD Ryzen™ AI (16 NPU TOPS),32 GB DDR5-5600 MT/s (2 x 16 GB),2 SODIMM,512 GB PCIe® Gen4 NVMe™ TLC SSD,"16"" diagonal, WUXGA (1920 x 1200), touch, IPS, anti-glare, 300 nits, 62.5% sRGB [13,14,15,16]",Integrated: AMD Radeon™ 780M Graphics,,"2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 security lock slot; 1 USB Type-A 5Gbps signaling rate (powered) 1 smart card reader [12,44]","Audio by Poly Studio, dual stereo speakers with discrete amplifiers, integrated dual array microphones",5 MP IR AI camera,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","Clickpad with multi-touch gesture support, taps enabled as default",MediaTek Wi-Fi 7 MT7925 (2x2) and Bluetooth® 5.4 wireless card,Fingerprint reader,HP 100 W USB Type-C® slim adapter,"HP Long Life 8-cell, 77 Wh polymer",ENERGY STAR® certified,14.13 x 9.84 x 0.45 in (front); 14.13 x 9.84 x 0.61 in (rear),Starting at 3.73 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP Connection Optimizer - Edge Customization - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.8 - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Lens - Poly Camera Pro - Copilot in Windows with Copilot key - HP Smart Sense -,HP Tamper Lock - Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - Trusted Platform Module TPM 2.0 Embedded Security Chip shipped with Windows 11 (Common Criteria EAL4+ certified)(FIPS 140-2 Level 2 certified) - Absolute Persistence Module - Audio Permanent Disable - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Security lock slot - - - -,,,hp_laptop_20.html,,,,,,,Glacier silver,,,,,,,,,,,HP Sure Platform; Thermal sensor; HP Tamper Lock; Hall effect sensor; Color sensor with Ambient light sensing,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - -,,,,,,,,,,,,,,,,,,,,,,,,,,
HP ZBook 8 G1i 16 Mobile Workstation PC Touch with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,Intel® Core™ Ultra 9 processor,"Intel® Core™ Ultra 9 285H (up to 5.4 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 16 cores, 16 threads) [6,7]",Intel® vPro® Technology,Intel® integrated SoC,Intel® AI Boost (13 NPU TOPS),8 GB DDR5-5600 MT/s non-ECC (onboard),2 SODIMM; supports dual channel,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"16” diagonal, WUXGA (1920 x 1200), touch, UWVA, anti-glare, 300 nits, 62.5% sRGB",Integrated: Intel® Arc™ 140T GPU Discrete: NVIDIA RTX™ 500 Ada Generation Laptop GPU (4 GB GDDR6 dedicated),Intel® I219-LM GbE,"Left side : 1 HDMI 2.1; 1 headphone/microphone combo; 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1) Right side : 1 security lock slot; 1 RJ-45 Ethernet port; 1 USB Type-A 5Gbps signaling rate (powered); 1 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4) [12,13]","Audio by Poly Studio, dual stereo speakers, HP World Facing Microphone dual array digital microphones, functions keys for volume up and down, combo microphone/headphone jack, HD audio",5 MP IR AI camera,"HP Premium Quiet Keyboard – spill-resistant, full-size, backlit keyboard with drain and DuraKeys and numeric keypad",Clickpad with multi-touch gesture support,"Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card, vPro®",Fingerprint reader,140 W USB Type-C® slim adapter,"HP Long Life 8-cell, 77 Wh Li-ion polymer",ENERGY STAR® certified,14.13 x 9.84 x .76 in,Starting at 3.87 lb,Warranty 3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,"Buy Microsoft Office (sold separately) - Copilot in Windows with Copilot key [54,61] - HP Connection Optimizer - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP UEFI BIOS Certification level 2.7B - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - myHP - HSA Fusion for Commercial - HSA Telemetry for Commercial - Poly Camera Pro - Poly Lens - Edge Customization - -",HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - HP Tamper Lock - Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - Absolute Persistence Module - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Audio Permanent Disable - - - - - -,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - - HP Driver Packs (download) - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - - HP Connect for Microsoft Endpoint Manager,"Low halogen; 40% post-consumer recycled plastic; Bulk packaging available; External power supply 90% efficiency; Molded paper pulp cushion inside box is 100% sustainably sourced and recyclable; Outside box and corrugated cushions are 100% sustainably sourced and recyclable [45,46,47,48,50]",hp_laptop_21.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Flip 2-in-1 Laptop Next Gen AI 16t-as000, 16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp_laptop_22.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victus by HP Gaming Laptop 15z-fb300,15.6""",Windows 11 Home Windows 11 Pro,,,,AMD integrated SoC,,16 GB DDR5-5600 MT/s (2 x 8 GB),,,"15.6"" diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 300 nits",,Integrated 10/100/1000 GbE LAN,,Dual speakers; HP Audio Boost,HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, performance blue opaque keyboard with numeric keypad",Precision Touchpad support,MediaTek Wi-Fi 6E MT7922 (2x2) and Bluetooth® 5.3 wireless card,,120 W AC power adapter,,EPEAT® Gold with Climate+,14.09 x 10.04 x 0.93 in,5.06 lb,1-year limited hardware warranty support,McAfee Online Protection 30-day trial; PC Game Pass 3-month trial,Trusted Platform Module (Firmware TPM) support,,"Ocean-bound plastic in speaker enclosure(s) and bezel; Keyboard keycaps and scissors contain post-consumer recycled plastic [39,41]",hp_laptop_23.html,,,1 TB PCIe® NVMe™ M.2 SSD,,,Supports battery fast charge: approximately 50% in 30 minutes,Performance Blue,,,,82.23%,HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,,"3-cell, 52.5 Wh Li-ion polymer",Microsoft® 365 Personal 1 Year Microsoft® 365 Family 1 Year Microsoft Office Home 2024,M+ Prem Individual - 12 month M+ Prem Individual - 24 month M+ Prem Individual - 36 month,Starting at 7.39 lb,,,"AMD Ryzen™ 5 8645HS (up to 5.0, 16 MB L3 cache, 6 cores, 12 threads) + AMD Radeon™ RX 6550M Graphics (4 GB) AMD Ryzen™ 5 8645HS (up to 5.0, 16 MB L3 cache, 6 cores, 12 threads) + NVIDIA® GeForce RTX™ 3050 Laptop GPU (6 GB)",,,,,,,,,,,,,,,,,,,,,,,,,
HP ZBook Fury G1i 16 Mobile Workstation PC with 3 Yr Warranty & Wolf Pro Security,Windows 11 Pro,Intel® Core™ Ultra 7 processor,"Intel® Core™ Ultra 7 265HX (up to 5.3 GHz with Intel® Turbo Boost Technology, 36 MB L2 cache, 20 cores, 20 threads) [6,7]",Intel® vPro® Technology,Intel® WM880,Intel® AI Boost (13 NPU TOPS),64 GB DDR5-5600 MT/s ECC (2 x 32 GB),4 SODIMM; supports dual channel,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 400 nits, 100% sRGB [10,12,29,33]",Integrated: Intel® Graphics Discrete: NVIDIA RTX™ Pro 3000 Blackwell Generation Laptop GPU (12 GB GDDR7 dedicated),Intel® Ethernet Network Adapter I226-LM,"Left side : 1 HDMI 2.1; 1 SD card reader; 2 Thunderbolt™ 5 with USB Type-C® 80 Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1) Right side : 1 USB Type-A 10Gbps signaling rate; 1 headphone/microphone combo; 1 RJ-45; 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)","Audio by Poly Studio, 4 integrated stereo speakers (1W/8 ohm per speaker), discrete amplifiers, 2 integrated dual array digital microphones",5 MP IR AI camera,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad",Touchpad with multi-touch gesture support,"Intel® Wi-Fi 7 BE200 (2x2) and Bluetooth® 5.4 wireless card, vPro®",Fingerprint reader,280 W external AC power adapter,HP 99 Wh Long Life Polymer Fast Charge 8 cell Battery,ENERGY STAR® certified,14.16 x 9.81 x 1.09 in,Starting at 5.36 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,"HSA Telemetry for Commercial - Copilot in Windows with Copilot key [17,61] - Edge Customization - HP Support Assistant - HSA Fusion for Commercial - HP Connection Optimizer - myHP - HP UEFI BIOS Certification level 2.7B - HP MAC Address Manager - HP PC Hardware Diagnostics Windows - HP Privacy Settings - Poly Camera Pro - Poly Lens - HP Services Scan - HP Notifications - Buy Microsoft Office (sold separately) - HP Hotkey support - HP Smart Support - -",HP Sure Click - Windows Hello Enhanced SIgn-in Security (ESS) Enable - Absolute Persistence Module - HP BIOS Recovery - BIOS Update via Network - HP BIOSphere - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - Audio Permanent Disable - HP Sure Run - HP Client Security Manager - HP Sure Recover - Secured-core PC capable - HP Sure Sense - HP Sure Start - HP Sure Admin - - - - - -,HP Client Catalog - HP Power Manager with Battery Health Manager (download) - HP Client Management Script Library (download) - - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Cloud Recovery - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) -,"Low halogen; 40% post-consumer recycled plastic; Bulk packaging available; External power supply 90% efficiency; Molded paper pulp cushion inside box is 100% sustainably sourced and recyclable; Outside box and corrugated cushions are 100% sustainably sourced and recyclable [55,57,58,59,60]",hp_laptop_24.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook X Flip G1i 14 inch Touch Notebook Next Gen AI PC 3 Yr Warranty & Wolf Pro Security Edition,Windows 11 Pro,Intel® Core™ Ultra 7 processor,"Intel® Core™ Ultra 7 258V (up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 8 threads) [6,7]",,,Intel® AI Boost (47 NPU TOPS),32 GB LPDDR5x-8533 MT/s (onboard),,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"14"" diagonal, WUXGA (1920 x 1200), touch, IPS, anti-glare, 400 nits, low power, 100% sRGB [16,17,18,19]",Integrated: Intel® Arc™ Graphics,,"2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 USB Type-A 5Gbps signaling rate (powered)","Audio by Poly Studio, quad stereo speakers with discrete amplifiers, integrated dual array microphones",5 MP IR AI camera,"HP Premium Keyboard – spill-resistant, atmospheric blue, backlit keyboard",Clickpad with multi-touch gesture support,Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card,,HP 65 W USB Type-C® GaN slim power adapter,"HP Long Life 6-cell, 68 Wh Li-ion polymer",ENERGY STAR® certified,12.36 x 8.66 x 0.41 in (front); 12.36 x 8.66 x 0.58 in (rear),Starting at 3.09 lb,3 year (3/3/0) limited warranty includes 3 years of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP AI Companion - HP Connection Optimizer - HP Easy Clean - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP PC Hardware Diagnostics UEFI - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - HSA Fusion for Commercial - HSA Telemetry for Commercial - myHP - Poly Camera Pro - Poly Lens - -,Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - HP Tamper Lock - TPM 2.0 embedded security chip (Common Criteria EAL4+ and FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - - - - - -,,Low halogen; 40% post-consumer recycled plastic; Bulk packaging available; 30% ocean-bound plastic; 65% recycled metal; 50% ocean-bound plastic in fan enclosure; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_25.html,,,,,,,,,,,,,,,,,,Gyroscope; Thermal sensor; Hall effect sensor; Color sensor with Ambient light sensing; Inertial Measurement Unit sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) -,,HP Pen,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 7 Laptop AI 16-ay0087nr 16"", Touch screen, Windows 11 Home, Intel® Core™ Ultra 7, 16GB RAM, 1TB SSD, NVIDIA® GeForce RTX™ 4050, 2K, Glacier silver",Windows 11 Home,,"Intel® Core™ Ultra 7 255H (up to 5.1 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 16 cores, 16 threads) [6,7]",,,Intel® AI Boost (13 NPU TOPS),16 GB DDR5-5600 MT/s (2 x 8 GB),,,"16"" diagonal, 2K (2048 x 1280), OLED, multitouch-enabled, 120 Hz, 0.2 ms response time, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, SDR 400 nits, HDR 500 nits, 100% DCI-P3",Integrated: Intel® Arc™ Graphics Discrete: NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated),,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery 3.1, DisplayPort™ 1.4a, HP Sleep and Charge)",DTS:X® Ultra; Dual speakers; HP Audio Boost; Poly Studio,5MP IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard with numeric keypad",HP Imagepad,Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3 wireless card,,100 W USB Type-C® power adapter,"4-cell, 70 Wh Li-ion polymer",EPEAT® Gold with Climate+,14.09 x 10.03 x 0.59 in,4.23 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2, 25, 43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_26.html,500 nits,100% DCI-P3,1 TB PCIe® Gen4 NVMe™ M.2 SSD,Up to 14 hours and 15 minutes,Up to 17 hours,Supports battery fast charge: approximately 50% in 30 minutes,Glacier silver aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP EliteBook X G1i 14 inch Notebook Next Gen AI PC Wolf Pro Security Edition,Windows 11 Pro,Intel® Core™ Ultra 7 processor,"Intel® Core™ Ultra 7 268V (up to 5.0 GHz Max Turbo frequency, 12 MB L3 cache, 8 cores, 8 threads) [6,7]",,,Intel® AI Boost (48 NPU TOPS),32 GB LPDDR5x-8533 MT/s (onboard),,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"14"" diagonal, WUXGA (1920 x 1200), touch, IPS, anti-glare, 500 nits, 100% sRGB [16,17,18,19]",Integrated: Intel® Arc™ Graphics,,"2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 USB Type-A 5Gbps signaling rate (powered)","Audio by Poly Studio, quad stereo speakers with discrete amplifiers, integrated dual array microphones",5 MP IR AI camera,"HP Premium Keyboard – spill-resistant, atmospheric blue, backlit keyboard with DuraKeys",Clickpad with multi-touch gesture support,Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card,,HP 65 W USB Type-C® GaN slim power adapter,"HP Long Life 6-cell, 68 Wh Li-ion polymer",ENERGY STAR® certified,12.36 x 8.66 x 0.41 in (front); 12.36 x 8.66 x 0.59 in (rear),Starting at 2.6 lb,1 year (1/1/0) limited warranty includes 1 year of parts and labor. No on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.,Buy Microsoft Office (sold separately) - HP AI Companion - HP Connection Optimizer - HP Easy Clean - HP Hotkey support - HP MAC Address Manager - HP Notifications - HP PC Hardware Diagnostics UEFI - HP PC Hardware Diagnostics Windows - HP Privacy Settings - HP Services Scan - HP Smart Support - HP Support Assistant - HSA Fusion for Commercial - HSA Telemetry for Commercial - myHP - Poly Camera Pro - Poly Lens - -,Secured-Core PC Enable - Windows Hello Enhanced SIgn-in Security (ESS) Enable - HP Sure Admin - HP Sure Click - HP Sure Recover - HP Sure Run - HP Sure Sense - HP Sure Start - HP Tamper Lock - TPM 2.0 embedded security chip (Common Criteria EAL4+ and FIPS 140-2 Level 2 Certified) - Absolute Persistence Module - Audio Permanent Disable - BIOS Update via Network - HP BIOSphere Gen6 - HP DriveLock and Automatic DriveLock - HP Secure Erase - HP Wake on WLAN - - - - - -,,Low halogen; Bulk packaging available; 35% post-consumer recycled plastic; 30% ocean-bound plastic; 90% recycled metal; 50% ocean-bound plastic in fan enclosure; 100% of HP paper-based packaging is from recycled or certified sustainable sources,hp_laptop_27.html,,,,,,,,,,,,,,,,,,Gyroscope; Thermal sensor; Hall effect sensor; Color sensor with Ambient light sensing; Inertial Measurement Unit sensor,HP Client Catalog (download) - HP Client Management Script Library (download) - HP Cloud Recovery - - HP Image Assistant (download) - HP Manageability Integration Kit (download) - HP Power Manager with Battery Health Manager (download) - HP Connect for Microsoft Endpoint Manager - HP Driver Packs (download) -,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 5 Laptop Next Gen AI 14-he0027nr 14"", Windows 11 Home, Snapdragon® X, 16GB RAM, 512GB SSD, 2K, Glacier silver",Windows 11 Home,,"Snapdragon® X X1-26-100 (up to 2.97 GHz, 8 cores) [6,7]",,,Qualcomm® Hexagon™ NPU (45 NPU TOPS),16 GB LPDDR5x-8448 MT/s (onboard),,,"14"" diagonal, 2K (1920 x 1200), OLED, 0.2 ms response time, UWVA, micro-edge, BrightView, Low Blue Light, 300 nits, 95% DCI-P3",Integrated: Qualcomm® Adreno™ GPU,,"2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4a, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 headphone/microphone combo",Dual speakers; HP Audio Boost,HP True Vision 1080p FHD IR camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, soft gray keyboard",HP Imagepad;Precision Touchpad support,Qualcomm® FastConnect™ 6900 Wi-Fi 6E (2x2) Dual Band Simultaneous (DBS) and Bluetooth® 5.3 wireless card,,65 W USB Type-C® GaN power adapter,"3-cell, 59 Wh Li-ion polymer",EPEAT® Gold with Climate+,12.28 x 8.56 x 0.50 in,2.84 lb,1-year limited hardware warranty. Additional information available at www.support.hp.com ; 1-year limited technical support for software and initial setup (from date of purchase),"1 month trial for new Microsoft 365 customers [2, 25, 43]",Mic mute key; Camera privacy shutter; Trusted Platform Module (Firmware TPM) support,,,hp_laptop_28.html,300 nits,95% DCI-P3,512 GB PCIe® Gen4 NVMe™ M.2 SSD,,Up to 34 hours,Supports battery fast charge: approximately 50% in 30 minutes,Glacier silver aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
