title,price_usd,Model,Processor,Graphics,Memory,Storage,Display,Operating System,Battery,Weight,Color,Expansion Slots (includes used),I/O Ports,Keyboard & Touchpad,Camera,Audio,Network and Communication,Power Supply,Dimensions (W x D x H),Built-in Apps,MyASUS Features,ASUS Exclusive technology,Exclusive Subscription Offers,Microsoft Office,Military Grade,Ecolabels & Compliances,Xbox Game Pass,Disclaimer,Included in the Box,Security,Keyboard and Touchpad,AURA SYNC,Included in the Box (Optional),Neural Processor,Note,Additional Display,Neural processor,Sustainable Material,MyExpert Features
asus_82_ExpertBook_B3__B3404_,,B3404CVA,"Intel® Core™ i5-1340P Processor 1.9 GHz (12MB Cache, up to 4.6 GHz, 12 cores, 16 Threads) Intel® Core™ i5-1335U Processor 1.3GHz (12MB Cache, up to 4.6GHz, 10 cores, 12 Threads)",Intel® UHD Graphics Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),"16GB DDR5 SO-DIMM, Memory Max Up to:32GB 16GB DDR5 SO-DIMM x 2, Memory Max Up to:32GB",512GB M.2 2280 NVMe™ PCIe® 4.0 SSD 256GB M.2 2280 NVMe™ PCIe® 4.0 SSD,"Non-touch screen, 14.0-inch, WUXGA (1920 x 1200) 16:10, Wide view, Anti-glare display, LED Backlit, 300nits, NTSC: 45%, Screen-to-body ratio:84 %",Windows 11 Pro,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.40 kg (3.09 lbs),Star Black,2x DDR5 SO-DIMM slots 1x M.2 2280 PCIe 4.0x4,"1x USB 3.2 Gen 2 Type-C support power delivery 2x USB 3.2 Gen 2 Type-A 1x Thunderbolt™ 4, compliant with USB4, support display / power delivery 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet Smart card reader","Backlit Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.2 Wireless Card,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100~240V AC 50/60Hz universal","31.37 x 22.68 x 1.99 ~ 1.99 cm (12.35"" x 8.93"" x 0.78"" ~ 0.78"")",MyASUS,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,TCO Certified EPEAT Gold Energy star 8.0 FSC Recycled RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) HDD User Password Protection and Security BIOS setup user password BIOS Booting User Password Protection Kensington Nano Security Slot™(6x 2.5mm),,,Wired optical mouse (USB) Carry bag,,,,,28.8%,
asus_83_ASUS_Chromebook_Plus_Enterprise_CX34__CX3402_,,CX3402CBA,"Intel® Core™ i5-1235U Processor 1.3 GHz (12M Cache, up to 4.4 GHz, 10 cores) Intel® Core™ i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz, 6 cores)",Intel® UHD Graphics,"16GB LPDDR5 on board, Memory Max Up to:16GB 8GB LPDDR5 on board, Memory Max Up to:8GB",256G UFS 128G UFS,"Non-touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:80 %",ChromeOS (Enterprise upgrade),"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.44 kg (3.17 lbs),Rocky Grey,,2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Backlit Chiclet Keyboard, 1.4mm Key-travel",With privacy shutter,Built-in speaker Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","32.64 x 21.43 x 1.87 ~ 1.87 cm (12.85"" x 8.44"" x 0.74"" ~ 0.74"")",,,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix,,,,Titan C Security Chip,,,,,,,,,
asus_84_ASUS_Zenbook_14__UX3405_,"$1,299.99","UX3405MA ASUS Store price starting at $1,299.99 See Options","Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU up to 11TOPS Intel® Core™ Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU up to 11TOPS",Intel® Arc™ Graphics *Intel® Arc™ Graphics is only available in models with Intel® Core™ Ultra 9-185H/ Ultra 7-155H/ Ultra 5-125H processors and at least 16 GB of dual-channel memory.,32GB LPDDR5X on board Max Total system memory up to:32GB *Supports dual-channel memory.,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 100% DCI-P3 color gamut, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)87%, With stylus support",Windows 11 Pro,"75WHrs, 2S2P, 4-cell Li-ion",1.28 kg (2.82 lbs),Ponder Blue,1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 1 Type-A 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Support XG MobileGC34,"Backlit Chiclet Keyboard, Precision touchpad",FHD camera with IR function to support Windows Hello With privacy shutter,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Premium),Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal","31.24 x 22.01 x 1.49 ~ 1.49 cm (12.30"" x 8.67"" x 0.59"" ~ 0.59"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details. 1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",USB-A to RJ45 gigabit ethernet adapter Stylus (ASUS Pen SA203H-MPP2.0 support) Sleeve * Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Trusted Platform Module (TPM) 2.0 IR webcam with Windows Hello support,,,,Intel® AI Boost NPU up to 11TOPS,,,,,
asus_85_ASUS_Chromebook_CM30_Detachable__CM3001_,$339.99,ASUS Chromebook CM30 Detachable (CM3001) ASUS Store price starting at $339.99 See Options,"MediaTek™ Kompanio 520 2.0 GHz(1M Cache, up to 2.0 GHz, 8 cores)",ARM Mali-G52 MC2,"4GB LPDDR4X on board, Memory Max Up to:4GB 8GB LPDDR4X on board, Memory Max Up to:8GB",64G eMMC 128G eMMC,"Touch screen, 10.5-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display, 400nits, sRGB: 118%, Screen-to-body ratio:73 %",ChromeOS,"38WHrs, 2S1P, 2-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:00.61 kg (1.34 lbs),Fog Silver,,1x 3.5mm Combo Audio Jack,"Soft Keyboard, 1.5mm Key-travel",5.0M camera,Built-in microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal (wallomount)","25.95 x 17.86 x 1.47 ~ 1.49 cm (10.22"" x 7.03"" x 0.58"" ~ 0.59"") 25.95 x 16.92 x 0.89 ~ 0.90 cm (10.22"" x 6.66"" x 0.35"" ~ 0.35"")",MyASUS,,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix RoHS,,,,Titan C Security Chip,,,Stand Cover USI 2.0 garaged stylus Protective Case,,,,,,
asus_86_ASUS_Chromebook_Plus_CM34_Flip__CM3401_,$599.99,ASUS Chromebook Plus CM34 Flip (CM3401) ASUS Store price starting at $599.99 See Options,"AMD Ryzen™ 3 7320C Mobile Processor (4-core/8-thread, 2MB cache, up to 4.1 GHz max boost) AMD Ryzen™ 5 7520C Mobile Processor (4-core/8-thread, 2MB cache, up to 4.3 GHz max boost)",AMD Radeon™ Graphics,"Memory Max Up to:8GB 16GB LPDDR5 on board, Memory Max Up to:16GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD 256GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Touch screen, 14.0-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display, LED Backlit, 300nits, NTSC: 45%, Screen-to-body ratio:80 %",Chrome OS,"63WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.85 kg (4.08 lbs),ZINC,,1x USB 3.2 Gen 2 Type-A 2x USB 3.2 Gen 2 Type-C support display / power delivery 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Micro SD card reader,"Backlit Chiclet Keyboard, 1.4mm Key-travel, Spill-resistant Keyboard",With privacy shutter,Built-in speaker Built-in array microphone Harman/Kardon (Premium),Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","31.96 x 23.53 x 2.07 ~ 2.07 cm (12.58"" x 9.26"" x 0.81"" ~ 0.81"")",,,,,,US MIL-STD 810H military-grade standard,EPEAT Silver Energy star 8.0 FSC Recycled RoHS REACH,,,,Titan C Security Chip Kensington Nano Security Slot™(6x 2.5mm) Fingerprint sensor,,,USI 1.0 garaged stylus,,,,,,
asus_87_ASUS_Chromebook_Plus_CX34__CX3402_,$399.99,CX3402CBA ASUS Store price starting at $399.99 See Options,"Intel® Core™ i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz, 6 cores) Intel® Core™ i5-1235U Processor 1.3 GHz (12M Cache, up to 4.4 GHz, 10 cores)",Intel® UHD Graphics,"8GB LPDDR5 on board, Memory Max Up to:8GB 16GB LPDDR5 on board, Memory Max Up to:16GB",128G UFS 256G UFS,"Non-touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:80 %",ChromeOS,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.44 kg (3.17 lbs),Pearl White Rocky Grey,,2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Backlit Chiclet Keyboard, 1.4mm Key-travel",With privacy shutter,Built-in speaker Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","32.64 x 21.43 x 1.87 ~ 1.87 cm (12.85"" x 8.44"" x 0.74"" ~ 0.74"")",,,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix,,,,Titan C Security Chip,,,,,,,,,
asus_89_ExpertBook_B2__B2502C__13th_Gen_Intel_,,B2502CVA,"Intel® Core™ i7-1360P Processor 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 cores, 16 Threads)",Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),"8GB DDR4 SO-DIMM x 2, Memory Max Up to:64GB",512GB M.2 2280 NVMe™ PCIe® 4.0 SSD,"Non-touch screen, 15.6-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:78 %",Windows 11 Pro,"52WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",,Star Black,"2x DDR4 SO-DIMM slots While selecting the 5G specification, the HDD can’t be installed additionally due to design limitation.","1x USB 2.0 Type-A Up to 2x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-C support power delivery 1x Thunderbolt™ 4, compliant with USB4, support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet Smart card reader *Smart card reader is an optional feature. *SIM card slot is not available on without WWAN configuration.","Backlit Chiclet Keyboard with Num-key and SensePoint, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100~240V AC 50/60Hz universal","36.45 x 24.73 x 1.99 ~ 2.00 cm (14.35"" x 9.74"" x 0.78"" ~ 0.79"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,TCO Certified EPEAT Gold Energy star 8.0 RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) HDD User Password Protection and Security BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm) Fingerprint sensor integrated with Power Key,,,,,,,,,
asus_8_ASUS_Chromebook_Plus_CX14__CX1405_,,CX1405CTA,"Intel® Core™ 3-N355 Processor 1.9 GHz (6MB Cache, up to 3.9 GHz, 8 cores, 8 Threads)",Intel® UHD Graphics,"8GB LPDDR5 on board, Memory Max Up to:8GB",128G eMMC,"Non-touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, 300nits, NTSC: 45%, Screen-to-body ratio:86 %",ChromeOS,"42WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.39 kg (3.06 lbs),Misty Grey,,Up to 2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",With privacy shutter,Built-in speaker Built-in microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal (wallomount)","32.45 x 21.44 x 1.99 ~ 1.99 cm (12.78"" x 8.44"" x 0.78"" ~ 0.78"")",MyASUS,System diagnosis,,,,US MIL-STD 810H military-grade standard,Energy star 8.0,,,,Titan C Security Chip Kensington Nano Security Slot™(6x 2.5mm),,,,,,,,,
asus_90_ASUS_Zenbook_15_OLED__UM3504_,"$1,299.99","ASUS Zenbook 15 OLED Laptop (UM3504) ASUS Store Price $1,299.99 Notify me","AMD Ryzen™ 7 7735U Processor 2.7GHz (20MB Cache, up to 4.75 GHz, 8 cores, 16 Threads)",AMD Radeon™ Graphics,16GB LPDDR5 on board Max Total system memory up to:16GB *Supports dual-channel memory. 32GB LPDDR5 on board Max Total system memory up to:32GB *Supports dual-channel memory.,512GB M.2 NVMe™ PCIe® 4.0 SSD 1TB M.2 NVMe™ PCIe® 4.0 SSD,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, Anti-glare display 15.6-inch, 2.8K (2880 x 1620) OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, PANTONE Validated, Glossy display",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"67WHrs, 4S1P, 4-cell Li-ion",1.50 kg (3.31 lbs) 1.40 kg (3.09 lbs),Ponder Blue Basalt Gray,1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,Precision touchpad Touchpad,FHD camera with IR function to support Windows Hello,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Premium) with Cortana voice-recognition support,Wi-Fi 6E(802.11ax) (Triple band) 1*1 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.) Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal","35.48 x 22.66 x 1.49 ~ 1.58 cm (13.97"" x 8.92"" x 0.59"" ~ 0.62"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,ASUS Antimicrobial Guard Plus,"3-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,EPEAT Silver Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details. USB-A to RJ45 gigabit ethernet adapter Sleeve Backpack,IR webcam with Windows Hello support,,,,,,,,,
asus_91_ASUS_Zenbook_S_13_OLED__UX5304_,"$1,399.99","UX5304MA ASUS Store Price $1,399.99 Notify me","Intel® Core™ Ultra 7 Processor 155U 1.7 GHz (12MB Cache, up to 4.8 GHz, 12 cores, 14 Threads); Intel® AI Boost NPU up to 11TOPS",Intel® Graphics,32GB LPDDR5X on board Max Total system memory up to:32GB 16GB LPDDR5X on board Max Total system memory up to:16GB,1TB M.2 NVMe™ PCIe® 4.0 SSD 512GB M.2 NVMe™ PCIe® 4.0 SSD,"13.3-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, PANTONE Validated, Glossy display, TÜV Rheinland-certified, (Screen-to-body ratio)85%",Windows 11 Pro Windows 11 Home - ASUS recommends Windows 11 Pro for business,"63WHrs, 2S2P, 4-cell Li-ion",1.00 kg (2.20 lbs),Basalt Gray,1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 2 Type-A 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Support XG MobileGC34,"Backlit Chiclet Keyboard, 1.1mm Key-travel, Precision touchpad",FHD camera with IR function to support Windows Hello,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Premium) with Cortana voice-recognition support,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal","29.62 x 21.63 x 1.09 ~ 1.18 cm (11.66"" x 8.52"" x 0.43"" ~ 0.46"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details. 3-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,Carbon Neutrality EPEAT Gold with Climate+ Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",Sleeve * Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Trusted Platform Module (TPM) 2.0 IR webcam with Windows Hello support,,,,Intel® AI Boost NPU up to 11TOPS,,,,,
asus_92_ASUS_Vivobook_Go_15__E1504G_,,ASUS Vivobook Go 15 OLED (E1504G),"Intel® Core™ i3-N305 Processor 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)",Intel® UHD Graphics *Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors with up to 80 graphics execution units (EUs) and dual-channel memory.,8GB DDR4 on board Max Total system memory up to:8GB,128G UFS 2.1 256G UFS 2.1,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)84%",Windows 11 Home in S Mode - ASUS recommends Windows 11 Pro for business,"42WHrs, 3S1P, 3-cell Li-ion",1.63 kg (3.59 lbs),Cool Silver Mixed Black Green Gray,1x M.2 2280 PCIe 3.0x2 (SSD SKU only),1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,"Precision touchpad Backlit Chiclet Keyboard, Precision touchpad",720p HD camera With privacy shutter,Built-in speaker Built-in array microphone with Cortana voice-recognition support,Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth® 5.1 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","36.03 x 23.25 x 1.79 ~ 1.79 cm (14.19"" x 9.15"" x 0.70"" ~ 0.70"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,RoHS REACH,"Xbox Game Pass Premium_2 months (*Terms and exclusions apply. Offer only available in eligible markets for Xbox Game Pass Premium. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,,,,,,,,,,
asus_93_ASUS_Vivobook_14X_OLED__K3405_,,K3405VF,"Intel® Core™ i7-13700H Processor 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 cores, 20 Threads) Intel® Core™ i5-13500H Processor 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 cores, 16 Threads)",NVIDIA® GeForce® RTX™ 2050 4GB GDDR6 Intel® UHD Graphics *Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors with up to 80 graphics execution units (EUs) and dual-channel memory.,8GB DDR4 on board 8GB DDR4 SO-DIMM Max Total system memory up to:16GB 8GB DDR4 on board Max Total system memory up to:16GB,1TB M.2 NVMe™ PCIe® 3.0 SSD 512GB M.2 NVMe™ PCIe® 3.0 SSD,"14.0-inch, LED Backlit, 60Hz refresh rate, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)85%",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"50WHrs, 3S1P, 3-cell Li-ion",1.45 kg (3.20 lbs),Indie Black,1x DDR4 SO-DIMM slot 1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 1 Type-C support power delivery 2x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x DC-in,"Backlit Chiclet Keyboard, Touchpad",720p HD camera With privacy shutter,Built-in speaker Built-in array microphone with Cortana voice-recognition support,Wi-Fi 6E(802.11ax) (Triple band) 1*1 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal","31.71 x 22.25 x 1.89 ~ 1.89 cm (12.48"" x 8.76"" x 0.74"" ~ 0.74"")",MyASUS ProArt Creator Hub ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,ASUS Antimicrobial Guard,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details. 1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,EPEAT Silver (Intel 13th generation model) Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Fingerprint sensor integrated with Touchpad,,,,,,,,,
